Title,Note,URL,Tags,Comment
,,,,
Think,,https://www.google.com/maps/place/Think/data=!4m2!3m1!1s0x60188db1887a4c61:0x26726daaaba4fcbc,,
Pijaca Markale food market,,https://www.google.com/maps/place/Pijaca+Markale+food+market/data=!4m2!3m1!1s0x4758c8cf77db8d6f:0xfa84c4f9eb6de2ab,,
