id,slug,name,website,google_place_id,instagram,neighborhood
c9643023-a490-4c6b-8609-337a617e6dc7,tu-madre-central-la,Tu Madre,https://www.tumadre.com/,ChIJGxOg467AwoARKjTG0a0ZFvo,,
47f37719-5964-45b9-b463-e454d8d6f8ab,ruby-s-diner,Ruby's Diner,https://www.rubys.com/locations/city-of-commerce-citadel/,ChIJhZyY5FLOwoARmWyxQxP6jX0,,
d9e58c1d-82df-41ec-8ccd-fdf67fc63cee,los-angeles-p-tanque-club,Los Angeles Pétanque Club,http://www.losangelespetanque.org/,ChIJrTLbwMG7woARh8yjG9woPD4,,
054d9ffa-0bb8-4067-b5c2-f84d16066d3a,great-white-central-la,Great White,http://greatwhitevenice.com/,ChIJ_Vof54W5woAReyLh-5XMF90,,Central LA
6af88462-4331-4390-bd60-30f0648a5ae9,honey-hi,Honey Hi,http://honeyhi.co/,ChIJe1OEhhzHwoARgvlgRluHI7U,,Echo Park
4caf9f7c-bd4b-4f6f-93b0-75ff2f779c98,mustard-s-bagels-restaurant-3-hot2025-culver-city-bagel-pop-up-infatuation-#7,"Mustard's Bagels,restaurant,3-hot2025,Culver City bagel pop-up - Infatuation #7",,ChIJfx0EdADFwoARSF3hsia7W8g,,
a4773c4a-9922-4972-bb51-5c43299e7165,donna-s,Donna's,https://www.donnasla.com/,ChIJhyFWHlPHwoARElRKU5zEEsw,,Echo Park
846ec73b-e777-4b6a-bb0e-1621f43bfb1b,somni-restaurant-2-michelin-3-michelin-stars-one-of-only-two-in-la,Somni,http://www.somnirestaurant.com/,ChIJVa5jok65woARLJWEqmHTCp8,,
70d07bae-98a1-466c-839b-c2c5945c9212,gjelina-restaurant-1-venice-institution-eater-all-time-38,Gjelina,http://www.gjelina.com/,ChIJGU5p6ri7woARaCOqe4haSl0,,
bc46f366-7984-44dc-9dbd-9bed2898abbc,sushi-n-matcha-sho,Sushi n Matcha Sho,https://sushishomelrose.com/,ChIJZVNvUDW_woARM1hwZfXjnJw,,
a0a04d97-7499-414d-83d6-826a223a2a46,coni-seafood-restaurant-4-iconic-nayarit-style-seafood-inglewood,"Coni'Seafood,restaurant,4-iconic,Nayarit-style seafood - Inglewood",,ChIJkyZE_nG6woARWEi-j3XdO2s,,
efa90623-b0b3-4e74-b0b7-2cd08a10a022,gjusta-restaurant-4-iconic-venice-bakery-deli-gjelina-family,"Gjusta,restaurant,4-iconic,Venice bakery/deli - Gjelina family",,ChIJIb5F-cW6woARd4CTt6yz_pg,,
e184dd84-ba62-40da-ade5-a1d3710f49d4,kyung-s-seafood-ala-moana,Kyung's Seafood,null,ChIJe3Ry0ehtAHwROTcC_sXBWoQ,null,Ala Moana
47143765-ed61-421c-bddd-a01cafc40d81,rue-andr-lamand,Rue André Lamandé,null,ChIJ_VEPC9pqUQ0RrXYOaFTp_QQ,null,null
place_redbird-downtown-los-angeles_1771305000950,redbird-downtown-los-angeles,Redbird,http://www.redbird.la/,ChIJv4yVGknGwoARC_5zwy3zU5M,,DTLA
eef1d604-c46b-479e-a683-23799546fb77,quarter-sheets,Quarter Sheets,http://www.quartersheetspizza.com/,ChIJRSM0cUvHwoAR5stWQtCvfUs,,Echo Park
ba92593c-579a-4364-8634-d96a768e5ae0,gyukatsu-motomura-shibuya-branch,Gyukatsu Motomura Shibuya Branch,https://www.gyukatsu-motomura.com/shop/shibuya,ChIJn2FoeFmLGGARnIog2ijRZXw,null,null
d72ff495-2588-41d6-886d-4978202e1a53,hotel-bel-air-hotel-hotel-iconic-dorchester-collection-secluded-westwood-luxury,"Hotel Bel-Air,hotel,hotel-iconic,Dorchester Collection - secluded Westwood luxury",,ChIJ4XfXK_G8woARbUYxTMpyDo8,,
fb2dbf82-dfb4-4b9e-a72d-74b1fe475b7d,petit-ermitage-hotel-hotel-boutique-west-hollywood-hideaway-secluded-rooftop-poo,"Petit Ermitage,hotel,hotel-boutique,West Hollywood hideaway - secluded rooftop pool",,ChIJe72g-aS-woARFWxi79pOMe0,,
93e418f6-a6c6-4ac6-89db-17b6d9fdb2eb,psychic-wines-silver-lake,Psychic Wines,http://www.psychicwinesla.com/,ChIJIXDXyBTHwoARVoN7PbVzK9c,,
2c3884b8-f0e0-40ab-bb7e-5fe4baf79240,warehouse-30,Warehouse 30,http://www.warehouse30.com/?fbclid=IwAR1TycMvVgWeorkf3eZegZi5LbMvFo3fb1UE-f6VlvGKxWgazM1tgNouRVo,ChIJhbRNuNuY4jARnvfgK79ciCM,null,null
0ca1276f-8224-4da4-9a96-e661d89ef355,tomat-restaurant-3-hot2025-farm-to-table-michelin-recommended-2025,Tomat,http://www.tomat.la/,ChIJDUyRuV2xwoARPXiy3q2yRLs,,
0d3d5e94-88e2-4987-8cdb-85be659cc5c7,sushi-masuyoshi-restaurant-3-hot2025-culver-city-omakase-infatuation-#4-$210-val,Sushi Masuyoshi,https://www.facebook.com/profile.php?id=100040422199235,ChIJPxfpSgC7woARjS3G6HQDYgI,,
81ac3db9-4ca0-4fc7-a2ae-bfbd64036579,wine-bar-akai-mise,Wine Bar Akai Mise,https://m.facebook.com/winebar.akaimise/,ChIJYbs_5oaLGGARvkzVIkmM0zQ,null,null
22b32565-e73c-48e8-b04a-707bb69272fb,bibble-sip,Bibble & Sip,http://bibbleandsip.com/,ChIJk5I-rVdYwokREJuq-CY6pEg,null,null
place_republique_1771305001028,republique,Republique,http://www.republiquela.com/,ChIJqaA5zt-4woARHGIEp3XlsZo,,Mid-Wilshire
93cea661-f1ea-4c7a-a2b7-35c0f4297148,short-stories-hotel-hotel-hotel-boutique-fairfax-district-intimate-feel-and-desi,"Short Stories Hotel,hotel,hotel-boutique,Fairfax District - intimate feel and design details",,ChIJmThyJzK5woARvgjYGoTrVg0,,
